code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
EEE,2013J,250047,M,Scotland,HE Qualification,30-40%,35-55,0,90,N,Pass
EEE,2013J,259662,M,West Midlands Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass
EEE,2013J,265769,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
EEE,2013J,269764,M,Scotland,HE Qualification,60-70%,0-35,0,215,N,Pass
EEE,2013J,270638,M,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass
EEE,2013J,275162,M,South West Region,HE Qualification,30-40%,35-55,0,55,N,Fail
EEE,2013J,280017,M,South Region,A Level or Equivalent,20-30%,0-35,0,150,N,Pass
EEE,2013J,281656,M,North Region,Lower Than A Level,30-40%,0-35,0,210,Y,Fail
EEE,2013J,282585,M,Scotland,Lower Than A Level,10-20,0-35,0,90,N,Fail
EEE,2013J,283133,M,East Midlands Region,HE Qualification,50-60%,0-35,0,120,N,Distinction
EEE,2013J,288282,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass
EEE,2013J,290382,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction
EEE,2013J,297853,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Distinction
EEE,2013J,300592,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass
EEE,2013J,305036,M,North Western Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass
EEE,2013J,305783,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
EEE,2013J,306150,M,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,Pass
EEE,2013J,311845,M,Scotland,A Level or Equivalent,80-90%,35-55,0,30,N,Distinction
EEE,2013J,313501,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass
EEE,2013J,324332,F,South Region,A Level or Equivalent,,0-35,0,60,N,Pass
EEE,2013J,328844,M,South East Region,A Level or Equivalent,20-30%,0-35,0,70,N,Pass
EEE,2013J,328942,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,40,N,Pass
EEE,2013J,329673,M,North Region,Lower Than A Level,,35-55,0,60,N,Pass
EEE,2013J,333493,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
EEE,2013J,333976,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail
EEE,2013J,334154,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass
EEE,2013J,336402,F,North Western Region,A Level or Equivalent,10-20,0-35,0,40,N,Pass
EEE,2013J,338894,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,160,N,Pass
EEE,2013J,339640,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
EEE,2013J,339785,M,East Anglian Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
EEE,2013J,342962,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass
EEE,2013J,343543,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,90,N,Distinction
EEE,2013J,344676,F,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
EEE,2013J,347518,M,Scotland,A Level or Equivalent,10-20,35-55,0,120,N,Pass
EEE,2013J,348351,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass
EEE,2013J,348655,M,London Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
EEE,2013J,356568,F,South West Region,HE Qualification,70-80%,0-35,0,240,N,Pass
EEE,2013J,357493,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail
EEE,2013J,363939,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
EEE,2013J,365222,M,London Region,HE Qualification,80-90%,0-35,0,60,N,Pass
EEE,2013J,365405,M,Scotland,A Level or Equivalent,50-60%,35-55,0,30,N,Fail
EEE,2013J,369119,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail
EEE,2013J,374192,F,South East Region,A Level or Equivalent,30-40%,35-55,0,30,Y,Distinction
EEE,2013J,374739,M,Scotland,A Level or Equivalent,10-20,0-35,0,30,N,Pass
EEE,2013J,378920,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction
EEE,2013J,379528,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
EEE,2013J,384797,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
EEE,2013J,387537,M,London Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass
EEE,2013J,387648,M,North Western Region,HE Qualification,10-20,0-35,0,60,N,Pass
EEE,2013J,388912,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Fail
EEE,2013J,388923,M,North Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
EEE,2013J,390029,M,Wales,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
EEE,2013J,391466,F,Ireland,A Level or Equivalent,0-10%,0-35,0,90,N,Pass
EEE,2013J,392994,M,South West Region,Lower Than A Level,70-80%,35-55,0,30,N,Distinction
EEE,2013J,394060,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,45,N,Pass
EEE,2013J,396631,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
EEE,2013J,397149,M,South Region,Lower Than A Level,10-20,0-35,0,90,N,Pass
EEE,2013J,397557,M,South East Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass
EEE,2013J,397797,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
EEE,2013J,398877,M,London Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass
EEE,2013J,401011,M,Wales,Lower Than A Level,10-20,0-35,0,30,Y,Pass
EEE,2013J,401296,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
EEE,2013J,404449,M,North Western Region,HE Qualification,10-20,35-55,0,30,N,Pass
EEE,2013J,406121,F,North Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
EEE,2013J,406549,M,South Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass
EEE,2013J,407453,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
EEE,2013J,407876,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
EEE,2013J,412911,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
EEE,2013J,413190,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
EEE,2013J,416420,M,Scotland,HE Qualification,20-30%,0-35,0,30,N,Pass
EEE,2013J,417724,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,Y,Distinction
EEE,2013J,418900,M,North Region,A Level or Equivalent,20-30%,0-35,0,180,N,Pass
EEE,2013J,419223,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
EEE,2013J,420173,M,North Region,HE Qualification,40-50%,0-35,0,40,N,Distinction
EEE,2013J,425274,M,North Region,Lower Than A Level,,0-35,0,90,N,Pass
EEE,2013J,425714,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
EEE,2013J,427413,M,Scotland,HE Qualification,40-50%,0-35,0,30,N,Distinction
EEE,2013J,431014,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
EEE,2013J,434562,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction
EEE,2013J,434573,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
EEE,2013J,434759,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,40,N,Distinction
EEE,2013J,435277,M,London Region,A Level or Equivalent,80-90%,0-35,0,90,N,Distinction
EEE,2013J,438283,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail
EEE,2013J,440610,M,Scotland,No Formal quals,30-40%,35-55,0,45,N,Pass
EEE,2013J,441540,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
EEE,2013J,441858,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
EEE,2013J,442807,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
EEE,2013J,443181,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
EEE,2013J,444403,M,Wales,A Level or Equivalent,20-30%,35-55,0,30,N,Pass
EEE,2013J,445972,M,East Anglian Region,Post Graduate Qualification,90-100%,0-35,0,60,N,Distinction
EEE,2013J,446324,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass
EEE,2013J,465392,M,East Midlands Region,HE Qualification,90-100%,35-55,0,30,N,Distinction
EEE,2013J,465564,M,South West Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
EEE,2013J,465619,M,Wales,Lower Than A Level,40-50%,0-35,0,120,N,Fail
EEE,2013J,465777,F,London Region,HE Qualification,30-40%,0-35,0,30,N,Pass
EEE,2013J,466961,M,South West Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass
EEE,2013J,467302,M,London Region,HE Qualification,60-70%,35-55,0,60,N,Pass
EEE,2013J,468902,M,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Pass
EEE,2013J,469113,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
EEE,2013J,469281,M,North Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass
EEE,2013J,469959,M,Wales,A Level or Equivalent,70-80%,0-35,0,30,N,Fail
EEE,2013J,471580,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass
EEE,2013J,472087,M,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Pass
EEE,2013J,472290,M,North Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
EEE,2013J,472336,M,Scotland,A Level or Equivalent,90-100%,35-55,0,50,N,Pass
EEE,2013J,472857,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
EEE,2013J,473706,M,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Fail
EEE,2013J,473739,M,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass
EEE,2013J,473943,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail
EEE,2013J,475370,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
EEE,2013J,475893,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
EEE,2013J,478212,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail
EEE,2013J,478435,M,South West Region,Lower Than A Level,30-40%,35-55,0,30,N,Fail
EEE,2013J,478562,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,45,N,Pass
EEE,2013J,479753,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass
EEE,2013J,480115,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
EEE,2013J,482012,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass
EEE,2013J,482406,M,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass
EEE,2013J,482726,F,South Region,Post Graduate Qualification,90-100%,35-55,0,50,N,Pass
EEE,2013J,483108,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
EEE,2013J,483706,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass
EEE,2013J,484361,M,Wales,No Formal quals,10-20,0-35,0,30,N,Fail
EEE,2013J,485374,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
EEE,2013J,485582,M,Scotland,HE Qualification,40-50%,35-55,0,30,Y,Pass
EEE,2013J,485898,M,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass
EEE,2013J,485909,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
EEE,2013J,486545,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass
EEE,2013J,486964,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Fail
EEE,2013J,487588,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction
EEE,2013J,487621,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
EEE,2013J,490081,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,85,N,Distinction
EEE,2013J,490768,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Distinction
EEE,2013J,491578,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass
EEE,2013J,491771,M,North Western Region,HE Qualification,50-60%,0-35,0,60,N,Pass
EEE,2013J,493876,M,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass
EEE,2013J,493988,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
EEE,2013J,494211,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction
EEE,2013J,495887,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
EEE,2013J,499400,M,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction
EEE,2013J,499881,F,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
EEE,2013J,500189,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
EEE,2013J,500779,M,East Anglian Region,HE Qualification,80-90%,35-55,0,30,N,Pass
EEE,2013J,501918,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
EEE,2013J,501921,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,30,N,Distinction
EEE,2013J,502303,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,Fail
EEE,2013J,502393,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
EEE,2013J,502833,M,Scotland,Lower Than A Level,30-40%,0-35,0,90,N,Fail
EEE,2013J,504404,M,North Western Region,Lower Than A Level,90-100%,0-35,0,30,N,Pass
EEE,2013J,504492,M,Scotland,HE Qualification,70-80%,35-55,0,60,N,Distinction
EEE,2013J,505700,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass
EEE,2013J,505722,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass
EEE,2013J,505727,M,Scotland,HE Qualification,50-60%,0-35,0,60,N,Pass
EEE,2013J,506504,M,South Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass
EEE,2013J,507300,M,Scotland,Lower Than A Level,30-40%,0-35,0,30,N,Fail
EEE,2013J,507375,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
EEE,2013J,507844,M,South West Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Pass
EEE,2013J,508244,F,London Region,HE Qualification,50-60%,0-35,0,30,N,Pass
EEE,2013J,508829,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
EEE,2013J,509156,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail
EEE,2013J,509402,M,Scotland,Lower Than A Level,90-100%,0-35,0,30,N,Fail
EEE,2013J,510401,M,Yorkshire Region,HE Qualification,70-80%,0-35,0,30,N,Pass
EEE,2013J,510460,M,North Region,HE Qualification,30-40%,35-55,0,30,N,Pass
EEE,2013J,510694,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
EEE,2013J,515774,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction
EEE,2013J,515821,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
EEE,2013J,519684,M,Scotland,HE Qualification,70-80%,0-35,0,30,N,Pass
EEE,2013J,521542,M,Scotland,A Level or Equivalent,60-70%,35-55,0,90,N,Fail
EEE,2013J,522484,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
EEE,2013J,522994,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
EEE,2013J,523169,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
EEE,2013J,524631,M,Scotland,A Level or Equivalent,60-70%,0-35,0,30,N,Fail
EEE,2013J,525246,M,Scotland,Lower Than A Level,90-100%,35-55,0,60,N,Pass
EEE,2013J,525703,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
EEE,2013J,526073,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
EEE,2013J,528021,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
EEE,2013J,528083,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
EEE,2013J,528961,F,Scotland,A Level or Equivalent,80-90%,0-35,0,30,N,Fail
EEE,2013J,529509,M,Scotland,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
EEE,2013J,529512,M,Scotland,A Level or Equivalent,30-40%,0-35,0,30,N,Pass
EEE,2013J,530360,M,South Region,Lower Than A Level,70-80%,35-55,0,30,N,Fail
EEE,2013J,530765,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
EEE,2013J,531097,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Fail
EEE,2013J,532491,M,West Midlands Region,A Level or Equivalent,,0-35,0,60,N,Pass
EEE,2013J,533012,M,Scotland,A Level or Equivalent,50-60%,35-55,0,90,N,Fail
EEE,2013J,533311,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
EEE,2013J,534371,M,Ireland,A Level or Equivalent,,35-55,0,90,N,Pass
EEE,2013J,535259,M,East Midlands Region,HE Qualification,80-90%,0-35,0,30,N,Distinction
EEE,2013J,537929,M,North Region,A Level or Equivalent,,0-35,0,60,N,Pass
EEE,2013J,538040,F,Ireland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
EEE,2013J,538887,M,South West Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass
EEE,2013J,539063,F,London Region,HE Qualification,70-80%,0-35,0,30,N,Pass
EEE,2013J,539695,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Y,Fail
EEE,2013J,539990,M,Wales,Lower Than A Level,20-30%,0-35,0,30,N,Pass
EEE,2013J,541040,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail
EEE,2013J,541174,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
EEE,2013J,543417,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
EEE,2013J,543474,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
EEE,2013J,543576,M,North Western Region,Lower Than A Level,10-20,0-35,0,30,N,Fail
EEE,2013J,544383,M,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction
EEE,2013J,544791,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
EEE,2013J,545740,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
EEE,2013J,545758,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,150,N,Pass
EEE,2013J,546604,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
EEE,2013J,547173,M,South Region,Lower Than A Level,60-70%,0-35,0,30,N,Distinction
EEE,2013J,547424,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
EEE,2013J,548861,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
EEE,2013J,548994,M,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass
EEE,2013J,549262,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
EEE,2013J,549681,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,30,Y,Pass
EEE,2013J,549960,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Distinction
EEE,2013J,550025,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
EEE,2013J,550059,M,Ireland,Lower Than A Level,50-60%,0-35,0,60,N,Fail
EEE,2013J,550393,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
EEE,2013J,551017,F,London Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass
EEE,2013J,552485,M,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
EEE,2013J,552795,M,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
EEE,2013J,553943,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,30,N,Fail
EEE,2013J,554052,M,North Region,HE Qualification,0-10%,0-35,0,30,N,Distinction
EEE,2013J,554132,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail
EEE,2013J,554459,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
EEE,2013J,554583,M,Scotland,Lower Than A Level,50-60%,0-35,0,90,N,Pass
EEE,2013J,555228,M,North Region,A Level or Equivalent,,0-35,0,60,Y,Pass
EEE,2013J,555447,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
EEE,2013J,556109,M,Ireland,Lower Than A Level,20-30%,0-35,0,60,N,Pass
EEE,2013J,556177,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,90,N,Pass
EEE,2013J,556211,M,North Region,HE Qualification,80-90%,35-55,0,60,N,Pass
EEE,2013J,556231,F,London Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
EEE,2013J,556450,M,Scotland,A Level or Equivalent,90-100%,0-35,0,90,Y,Fail
EEE,2013J,556521,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass
EEE,2013J,556645,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
EEE,2013J,556709,M,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
EEE,2013J,556742,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail
EEE,2013J,557147,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
EEE,2013J,557415,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
EEE,2013J,557490,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
EEE,2013J,558054,M,North Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass
EEE,2013J,558444,F,London Region,Lower Than A Level,10-20,0-35,0,180,N,Fail
EEE,2013J,558463,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
EEE,2013J,559519,M,Scotland,A Level or Equivalent,50-60%,0-35,0,30,N,Fail
EEE,2013J,559551,M,South East Region,Lower Than A Level,90-100%,0-35,0,30,N,Fail
EEE,2013J,559617,F,East Anglian Region,Lower Than A Level,90-100%,0-35,0,90,Y,Pass
EEE,2013J,559645,M,North Region,HE Qualification,50-60%,0-35,0,60,N,Fail
EEE,2013J,559758,M,Scotland,Lower Than A Level,60-70%,35-55,0,30,N,Pass
EEE,2013J,559912,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
EEE,2013J,560502,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,30,Y,Fail
EEE,2013J,560723,M,Scotland,Lower Than A Level,70-80%,0-35,0,30,N,Pass
EEE,2013J,560734,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail
EEE,2013J,560784,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
EEE,2013J,560876,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
EEE,2013J,560928,M,South Region,A Level or Equivalent,,0-35,0,60,N,Pass
EEE,2013J,561054,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
EEE,2013J,561192,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass
EEE,2013J,561208,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,30,N,Fail
EEE,2013J,561826,F,London Region,HE Qualification,0-10%,0-35,0,30,N,Pass
EEE,2013J,563418,F,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,Distinction
EEE,2013J,563666,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
EEE,2013J,563967,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
EEE,2013J,564700,M,South Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass
EEE,2013J,564714,M,East Anglian Region,HE Qualification,90-100%,0-35,0,30,Y,Pass
EEE,2013J,564894,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction
EEE,2013J,565561,M,South East Region,HE Qualification,10-20,35-55,0,60,N,Fail
EEE,2013J,565883,M,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Pass
EEE,2013J,566071,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
EEE,2013J,566201,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
EEE,2013J,566310,M,Scotland,A Level or Equivalent,10-20,35-55,0,60,N,Distinction
EEE,2013J,566664,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass
EEE,2013J,567752,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Pass
EEE,2013J,567779,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail
EEE,2013J,567892,M,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail
EEE,2013J,567950,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail
EEE,2013J,568813,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
EEE,2013J,569342,M,South Region,Lower Than A Level,70-80%,0-35,0,135,N,Pass
EEE,2013J,569358,M,Scotland,HE Qualification,40-50%,0-35,0,30,N,Pass
EEE,2013J,569560,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass
EEE,2013J,569694,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Distinction
EEE,2013J,569706,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,Y,Pass
EEE,2013J,570414,M,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Fail
EEE,2013J,570448,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail
EEE,2013J,570453,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass
EEE,2013J,570626,M,South West Region,Lower Than A Level,10-20,0-35,0,30,N,Pass
EEE,2013J,571186,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
EEE,2013J,571443,F,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Distinction
EEE,2013J,571448,F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
EEE,2013J,571595,M,Scotland,Lower Than A Level,70-80%,0-35,0,90,N,Fail
EEE,2013J,571610,M,South Region,HE Qualification,40-50%,0-35,0,120,N,Pass
EEE,2013J,571620,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
EEE,2013J,571686,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
EEE,2013J,571818,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction
EEE,2013J,571992,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Fail
EEE,2013J,572021,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
EEE,2013J,572024,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass
EEE,2013J,572080,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
EEE,2013J,572146,M,South West Region,Lower Than A Level,10-20,0-35,0,30,N,Fail
EEE,2013J,572279,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,N,Fail
EEE,2013J,572303,M,Scotland,HE Qualification,90-100%,0-35,0,90,N,Pass
EEE,2013J,572396,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass
